Nome Parametro,GUID Parametro,Stato
RDESffRoomID,5164ec70-7d83-4a3a-bd69-2ed5746b78df,0
SR View Calculation Settings,9d8b5628-4234-4222-bff5-96debc68ec8a,0
SR Document GUID,1a43bb43-c87f-4723-9b36-17c30e158c82,0
Decimal Color,57530dd5-86bb-49ed-ab82-fe989b9f8f6c,0
Browser Organization Level 02,8b527f45-50a5-4e65-a901-c3cdb93d38b8,1
Browser Organization Level 01,af407b79-8266-4951-b3cd-1bb0f67a37ad,1
XXX_TBS_I_Zona,7dbd4545-5c25-4b27-b323-6e34ca1535de,1
XXX_TBS_I_Fase,740585e8-ed9f-4306-8972-9e0bfcb8edd8,1
XXX_TBS_I_SistemaArgomento,126b7b3d-90ae-4894-a7d0-d7948369dc10,1
XXX_TBS_I_Tipo,b0fde7d3-7116-48e1-b6d6-8545797a7d98,1
XXX_TBS_I_CodiceEnac,78811dce-3f39-4568-ac21-4668472bb993,1
XXX_TBS_I_DrawnBy01,b362b3eb-dbcb-44cc-8540-9ea88602886e,1
XXX_TBS_I_DrawnBy03,3383aace-33b1-46fb-bc25-2a9a805655f5,1
XXX_TBS_I_CheckedBy01,392e3eca-bff0-4de4-b9c5-92e7e926eecc,1
XXX_TBS_I_CheckedBy02,531c16e1-6c80-450c-8ff2-59e48e0fd2f7,1
XXX_TBS_I_CheckedBy03,30bdb28e-2d3c-4b09-97f8-ca3df2825cb3,1
XXX_TBS_I_ApprovedBy01,1cc0c69c-0bdb-4178-b6c2-7d8b0a24ba60,1
XXX_TBS_I_ApprovedBy02,6dd614ac-8bac-4f44-b267-6eb9049660ef,1
XXX_TBS_I_ApprovedBy03,0e70b637-9f49-44b9-bdb9-14040b040652,1
XXX_TBS_I_DrawnBy02,d3b9e4f6-031f-4cab-ac1d-296e883769c2,1
XXX_TBS_I_Progressivo,85d34c7d-1f10-4282-b7af-df18d0ace306,1
XXX_TBS_I_ProgressivoTipo,e2d2601f-ce7e-44ce-ac23-68205d59d7e6,1
_Sottodisciplina,9132427e-415c-4298-a062-7665a9d87ade,0
_Gruppo strutturale,642088b0-36e2-405f-8c79-cef32271b402,0
_Zona,5ea03def-f9fb-425d-acf7-2a5198a8a7ce,0
PST_MEC_I_TipoValvola,6f6db7c9-a397-4a49-a1b5-09117ad89744,0
PST_MEC_T_Capacita,ec876828-30c8-4c70-801a-2abb45ec14ff,0
PST_MEC_T_CapacitaDiRaffreddamento,eefca8cc-4695-48bc-81ad-c85cd2bff1a5,0
PST_MEC_T_CapacitaDiRiscaldamento,8976b8e4-0068-4788-b00c-23b96c008e6a,0
PST_MEC_T_CapacitaNominale,2d651b2e-0d30-4dda-b4af-fbbf6e6c7dd5,0
PST_MEC_T_CapacitaRecuperoCalore,d7544049-56b4-4991-8bf3-b4698c45648c,0
PST_MEC_T_MaterialeCondotti,6f93e8a3-f712-4a52-a215-a9feb2562f99,0
PST_MEC_T_PerditaDiCarico,0edd98f1-3697-4270-b843-62024178a6f4,0
PST_MEC_T_PortataFluidoRefrigerato,e21d4160-d1cb-4e08-9dbd-dc4919270722,0
PST_MEC_T_PortataFluidoRiscaldato,b9957356-fce8-4106-8861-6f838575570b,0
PST_MEC_T_PortataMassima,02fe7bb8-a5d3-47d9-ac07-d3489c927cf3,0
PST_MEC_T_PotenzaTermica,ce687b71-a7c6-40f6-80ce-49ee901c7199,0
PST_MEC_T_PotenzaTermicaMinima,19b30721-486a-4c18-8126-d105799d239a,0
PST_MEC_T_PotenzaTermicaRaffrescamento,a7aa237b-1fdf-4d2d-a34a-202a82dc0899,0
PST_MEC_T_PotenzaTermicaRiscaldamento,517012d9-6b78-4e29-8184-2ed39a8550db,0
PST_MEC_T_PotenzaTermincaMassima,cbced884-3e00-402c-a717-673119805741,0
PST_MEC_T_PressioneMassima,e534a912-26e5-4b76-aa71-c6feb7fe3ade,0
PST_MEC_T_PressioneMinima,9e0cbde9-39cb-43d5-84f6-7daf170b0576,0
PST_MEC_T_PressioneResidua,efa48677-eed6-449a-a4c3-a69d16a77cb3,0
PST_MEC_T_Prevalenza,ffff411c-d82f-80d5-a3cb-fcd10df83fe3,0
PST_MEC_T_TemperaturaFluidoRefrigerato,071ac040-5a6e-43ab-81fe-00655f4a2d17,0
PST_MEC_T_TemperaturaFluidoRiscaldato,9197a99a-9308-44e5-8a3c-407a2ef28212,0
PST_MEC_T_TemperaturaMassima,41681941-a542-415f-8056-655dc6046049,0
PST_MEC_T_TemperaturaMinima,2aa6d219-8384-4ada-80bd-94660c1c2fe9,0
PST_MEC_T_TemperaturaOperativa,bd715e3c-e345-43bc-83a2-4239d467de31,0
PST_MEC_T_TipoDiFluido,2ecacfac-e344-4aee-b9a5-2684838bd34a,0
PST_MEC_T_TipoDiMotore,19ae512a-769b-4e74-9474-71d431bd9923,0
PST_MEC_T_VelocitaFluido,e0188c4b-aef4-438c-b676-6b161292dc97,0
PST_MEP_T_Materiale,9f1e51a0-8c27-42d4-8157-391b50c9f8c4,0
PST_STR_I_CaricoAccidentaleDiProgetto,ced0bd4c-8cc6-4bab-9710-9c9575792446,0
PST_STR_I_CopriferroNetto,c4f0f637-35cd-41f6-a0d3-0a25f61f2d0d,0
PST_STR_I_IncidenzaArmatura,4456d6bc-267b-4772-b328-97275eba21f0,0
PST_STR_I_Resilienza,bcdede99-8a3f-4288-89f8-0d527bd0b9c1,0
PST_STR_I_TipoZincatura,4d240a70-dce1-458e-904d-312d1a435a33,0
PST_STR_T_FormaDellaSezione,35a39a09-0d9e-47f0-826d-ffa731222592,0
PST_STR_T_TipoBullonatura,b897688f-595c-45cf-990e-1885788f2016,0
PST_STR_T_TipoDiProfilo,ce351017-3a9a-418b-9e13-e1eb250ccd9e,0
PST_STR_T_TipoSaldatura,238ef96e-1e58-4405-b694-7e5f07da7245,0
PST_STR_T_TipoTirafondi,d7f42aff-4c88-493d-a4c3-a6f042901e23,0
PDM_GEN_I_Altezza,10af411c-d82f-80b7-9a5a-d5336a4cdaa1,0
PDM_GEN_I_Diametro,10af411c-d82f-801e-b0b7-eadb200f5139,0
PDM_GEN_I_Larghezza,10af411c-d82f-8071-915b-c98952ec6aaf,0
PDM_GEN_I_Lunghezza,10af411c-d82f-805e-a447-fe9556f0de37,0
PDM_GEN_I_Peso,10af411c-d82f-803c-98f6-df9154dc3291,0
PDM_GEN_I_Profondita,10af411c-d82f-80d9-8108-c5e829cb2210,0
PDM_GEN_I_Spessore,10af411c-d82f-8070-b7fa-cd96c86bae48,0
PDM_MEP_I_DiametroEsterno,10af411c-d82f-801b-aa5c-f518d14a7453,0
PDM_MEP_I_DiametroInterno,10af411c-d82f-80e1-b83b-c2ef25b23002,0
PDM_SCA_I_AltezzaPedate,10df411c-d82f-801c-94f6-cdefb81988d8,0
PDM_SCA_I_NumeroAlzate,10df411c-d82f-8042-8b87-c516eafafaab,0
PDM_SCA_I_ProfonditaPedate,10df411c-d82f-8074-a1b7-ecdde40707f2,0
