Categoria,Famiglia,Id Elemento,Stato
Etichette locali,AN.TG-Room-StandardView,530753,1
Etichette locali,AN.TG-Room-StandardView,530776,1
Etichette locali,AN.TG-Room-DetailView,531045,1
Etichette locali,AN.TG-Room-DetailView,531050,1
Etichette locali,AN.TG-Room-DetailView,531124,1
Etichette di area,AN.TG-Area,531859,1
Etichette porta,AN.TG-Door-TypeMark+WidthHeight,532176,1
Etichette porta,AN.TG-Door-TypeMark+WidthHeight,532213,1
Etichette porta,AN.TG-Door-WidthHeight,532233,1
Etichette finestra,AN.TG-Window-WidthHeight,532354,1
Etichette finestra,AN.TG-Window-SillHeight,532673,1
Etichette finestra,AN.TG-Window-Typeplan,532686,1
Etichette dei controsoffitti,AN.TG-Ceiling-Height,534019,1
Etichette multicategoria,AN.TG-MultiCategory-Description,534175,1
Etichette dei muri,AN.TG-Wall-FinishingType,534666,1
Etichette dei muri,AN.TG-Wall-FinishingType,534678,1
Etichette dei muri,AN.TG-Wall-Type,534968,1
Etichette pavimento,AN.TG-Floor-FinishingType,535451,1
Etichette pavimento,AN.TG-Floor-Type,535725,1
Etichette tetti,AN.TG-Roof-Type,536187,1
Etichette dei muri,AN.TG-Skirting-Type,536532,1
Etichette materiale,AN.TG-Material-Description,536851,1
Titolo della vista,AN.VT-StandardOpenProject,536954,1
Estremità del livello,AN.LH-Architectural,537680,1
Estremità del livello,AN.LH-Structural,537898,1
Estremità della griglia,AN.GH-Circle,538291,1
Estremità della sezione,AN.SM-HeadTail-PrintSection,538642,1
Estremità della sezione,AN.SM-HeadTail-WorkSection,538648,1
Estremità dettaglio,AN.CH-Circle-SheetDetailNumber,540985,1
Annotazioni generiche,AN.GX-NorthSymbol,543470,1
Annotazioni generiche,AN.GX-AlignSymbol,549600,1
Annotazioni generiche,AN.GX-AlignSymbol,549602,1
Annotazioni generiche,AN.GX-FloorPlacingSymbol,550397,1
Annotazioni generiche,AN.GX-FloorPlacingSymbol,550399,1
Annotazioni generiche,AN.GX-FloorPlacingSymbol,550812,1
Elementi di dettaglio,DT.SB-Disabled,551871,1
Elementi di dettaglio,DT.SB-Disabled,551931,1
Elementi di dettaglio,DT.SB-Disabled,552126,1
Elementi di dettaglio,DT.SB-Disabled,552127,1
Elementi di dettaglio,DT.SB-Disabled,552516,1
Elementi di dettaglio,DT.SB-Entrance,555691,1
Elementi di dettaglio,DT.SB-Entrance,555719,1
Elementi di dettaglio,DT.SB-Entrance,555787,1
Elementi di dettaglio,DT.SB-Entrance,555821,1
Simboli di quota altimetrica punto,AN.SS-SymbolPlan-StandardOpenProject,556245,1
Simboli di quota altimetrica punto,AN.SS-SymbolElevation-StandardOpenProject,556475,1
Etichette delle ringhiere,AN.TG-Railing-Description,576818,1
Cartigli,GN_ANN_TBS_StartingView,586748,1
Etichette dei muri,AN.TG-Wall-Type,596002,1
Etichette dei muri,AN.TG-Wall-Type,596015,1
Contrassegni di prospetto,AN.EM-Pointer-Triangle,600539,1
Contrassegni di prospetto,AN.EM-Pointer-Triangle,600541,1
Porte,AR_ POR_BAT_All_1A_Opaca,717145,1
Porte,AR_ POR_SCO_All_1A_Scomparsa,719244,1
Porte,AR_ POR_BAT_All_1A_Opaca,722202,1
Porte,AR_ POR_SCO_All_1A_Scomparsa,722978,1
Porte,AR_ POR_BAT_All_1A_Opaca,724328,1
Porte,AR_ POR_BAT_All_1A_Opaca,725068,1
Porte,AR_ POR_SCO_All_1A_Scomparsa,725069,1
Porte,AR_ POR_BAT_All_1A_Opaca,725072,1
Porte,AR_ POR_SCO_All_1A_Scomparsa,725079,1
Porte,AR_ POR_BAT_All_1A_Opaca,726772,1
Porte,AR_ POR_BAT_All_1A_Opaca,726847,1
Porte,AR_ POR_BAT_All_1A_Opaca,728817,1
Porte,AR_ POR_BAT_Vet_2A_Simmetrica,744606,1
Arredi fissi,TELAIO PORTA BATTENTE,744609,1
Arredi fissi,TELAIO PORTA BATTENTE,744610,1
Porte,AR_ POR_BAT_Vet_2A_Simmetrica,744726,1
Arredi fissi,TELAIO PORTA BATTENTE,744729,1
Arredi fissi,TELAIO PORTA BATTENTE,744730,1
Porte,AR_ POR_BAT_Vet_2A_Simmetrica,744913,1
Arredi fissi,TELAIO PORTA BATTENTE,744914,1
Arredi fissi,TELAIO PORTA BATTENTE,744915,1
Porte,AR_ POR_BAT_Vet_2A_Simmetrica,744916,1
Arredi fissi,TELAIO PORTA BATTENTE,744917,1
