Categoria,Nome Elemento,ID Elemento,Livello Base,Livello Superiore,Offset Base,Offset Superiore,Verifica,Stato
Porte,AR_POR_BAT_Acc_2A_ManiglioneAntipanico,775134,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_2A_ManiglioneAntipanico,775295,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_2A_ManiglioneAntipanico,775317,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_2A_ManiglioneAntipanico,775391,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_2A_ManiglioneAntipanico,775784,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_2A_ManiglioneAntipanico,775816,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_EI60,784088,AR_LIV_PE_P01_+5.20m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_2A_EI60Simmetrica,788556,AR_LIV_PE_P01_+5.20m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_SCO_Leg_1A_Normale,791977,AR_LIV_PE_P01_+5.20m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_2A_EI60Simmetrica,808204,AR_LIV_PE_P01_+5.20m,-,-,0.0,Oggetto conforme.,1
Apparecchi idraulici,IM_DIS_AID_SAN_LavaboDoppio,891199,AR_LIV_PE_P01_+5.20m,-,-,0.0,Oggetto conforme.,1
Apparecchi idraulici,IM_DIS_AID_SAN_LavaboDoppio,893923,AR_LIV_PE_P01_+5.20m,-,-,0.0,Oggetto conforme.,1
Apparecchi idraulici,IM_DIS_AID_SAN_LavaboDoppio,893981,AR_LIV_PE_P01_+5.20m,-,-,0.0,Oggetto conforme.,1
Apparecchi idraulici,IM_DIS_AID_SAN_LavaboDoppio,893982,AR_LIV_PE_P01_+5.20m,-,-,0.0,Oggetto conforme.,1
