Nome Elemento,Ifc Class,GUID IFC,GUID Nativo,Tag IFC,Element Id Nativo,Verifica,Stato
AR_MUR_DIV_200mm_MI.01,IfcWall,Non trovato,1ZOP8M2kfEaQClLh_RARXu,Non trovato,1225148,Non presente in IFC,0
Controsoffitto composto - AR_CON_CPA_105mm_CI.03,IfcCovering,1ZOP8M2kfEaQClLh_RASYH,1ZOP8M2kfEaQClLh_RASYH,1229141,1229141,Corretto,1
Controsoffitto composto - AR_CON_CPA_83mm_CI.05,IfcCovering,1ZOP8M2kfEaQClLh_RASfQ,1ZOP8M2kfEaQClLh_RASfQ,1229726,1229726,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.03,IfcCovering,2QNaXvZkjEV8ol7Y5RubP$,2QNaXvZkjEV8ol7Y5RubP$,1347785,1347785,Corretto,1
Controsoffitto composto - AR_CON_CPA_83mm_CI.05,IfcCovering,2QNaXvZkjEV8ol7Y5RubUP,2QNaXvZkjEV8ol7Y5RubUP,1347887,1347887,Corretto,1
Controsoffitto composto - AR_CON_CPA_83mm_CI.05,IfcCovering,0f$RJNoZjBceNKf5QhW8X4,0f$RJNoZjBceNKf5QhW8X4,1349265,1349265,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.03,IfcCovering,0f$RJNoZjBceNKf5QhW8WP,0f$RJNoZjBceNKf5QhW8WP,1349324,1349324,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.03,IfcCovering,0f$RJNoZjBceNKf5QhW8S$,0f$RJNoZjBceNKf5QhW8S$,1350122,1350122,Corretto,1
Controsoffitto composto - AR_CON_CPA_83mm_CI.05,IfcCovering,0f$RJNoZjBceNKf5QhW8I2,0f$RJNoZjBceNKf5QhW8I2,1350231,1350231,Corretto,1
Controsoffitto composto - AR_CON_CPA_83mm_CI.05,IfcCovering,3bWp4$LF53tuRYJQtZWsA9,3bWp4$LF53tuRYJQtZWsA9,1357697,1357697,Corretto,1
Controsoffitto composto - AR_CON_CPA_83mm_CI.05,IfcCovering,3bWp4$LF53tuRYJQtZWsA0,3bWp4$LF53tuRYJQtZWsA0,1357704,1357704,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.03,IfcCovering,3bWp4$LF53tuRYJQtZWsBb,3bWp4$LF53tuRYJQtZWsBb,1357805,1357805,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.03,IfcCovering,3bWp4$LF53tuRYJQtZWsBy,3bWp4$LF53tuRYJQtZWsBy,1357812,1357812,Corretto,1
Controsoffitto composto - AR_CON_CPA_83mm_CI.05,IfcCovering,3rWypEKaP7LA8LEPwBe0_i,3rWypEKaP7LA8LEPwBe0_i,1365509,1365509,Corretto,1
Controsoffitto composto - AR_CON_CPA_83mm_CI.05,IfcCovering,3rWypEKaP7LA8LEPwBe0_Q,3rWypEKaP7LA8LEPwBe0_Q,1365555,1365555,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.03,IfcCovering,3rWypEKaP7LA8LEPwBe0$O,3rWypEKaP7LA8LEPwBe0$O,1365617,1365617,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.03,IfcCovering,3rWypEKaP7LA8LEPwBe0$H,3rWypEKaP7LA8LEPwBe0$H,1365624,1365624,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.03,IfcCovering,1h07gKV75C$xYYmBo8CIp5,1h07gKV75C$xYYmBo8CIp5,1425897,1425897,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.03,IfcCovering,3VC3puOF1EqAx1DH$mI77e,3VC3puOF1EqAx1DH$mI77e,1451445,1451445,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.03,IfcCovering,0TxLL9$Bv2UvEBs6lDM0yA,0TxLL9$Bv2UvEBs6lDM0yA,1454856,1454856,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.03,IfcCovering,1M_YoHyyT4dBFPCOJOCfNX,1M_YoHyyT4dBFPCOJOCfNX,1462051,1462051,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.03,IfcCovering,3GcvaGBa19l8$0xPP2_Mwk,3GcvaGBa19l8$0xPP2_Mwk,1464774,1464774,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.03,IfcCovering,3GcvaGBa19l8$0xPP2_Mtv,3GcvaGBa19l8$0xPP2_Mtv,1464977,1464977,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.03,IfcCovering,3GcvaGBa19l8$0xPP2_L7i,3GcvaGBa19l8$0xPP2_L7i,1468036,1468036,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.03,IfcCovering,0Ydu4w1H17xeH$j6vpS2Yk,0Ydu4w1H17xeH$j6vpS2Yk,1470737,1470737,Corretto,1
Controsoffitto composto - AR_CON_CPA_85mm_CI.07,IfcCovering,1DEt088bDCYhArbJTbXIIk,1DEt088bDCYhArbJTbXIIk,1520380,1520380,Corretto,1
Controsoffitto composto - AR_CON_CPA_85mm_CI.07,IfcCovering,1DkaftCeP0AvyiCZ5BF2cY,1DkaftCeP0AvyiCZ5BF2cY,1530474,1530474,Corretto,1
Controsoffitto composto - AR_CON_CPA_85mm_CI.07,IfcCovering,0pJkBsz4HCBf6XvY$AeuJc,0pJkBsz4HCBf6XvY$AeuJc,1536031,1536031,Corretto,1
Controsoffitto composto - AR_CON_CPA_85mm_CI.07,IfcCovering,0pJkBsz4HCBf6XvY$AeuDz,0pJkBsz4HCBf6XvY$AeuDz,1537924,1537924,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.03,IfcCovering,0uNVe3Y117jPfXcHbgF2ir,0uNVe3Y117jPfXcHbgF2ir,1544780,1544780,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.03,IfcCovering,0kYyBRpW19eBnfjpEgihwp,0kYyBRpW19eBnfjpEgihwp,1553668,1553668,Corretto,1
Controsoffitto composto - AR_CON_CPA_85mm_CI.07,IfcCovering,1YEOU87$TCvhfRenzzu3GN,1YEOU87$TCvhfRenzzu3GN,1554882,1554882,Corretto,1
Controsoffitto composto - AR_CON_CPA_85mm_CI.07,IfcCovering,1w25xWSxX9NRMscQs1F9pi,1w25xWSxX9NRMscQs1F9pi,1556079,1556079,Corretto,1
Controsoffitto composto - AR_CON_CPA_85mm_CI.07,IfcCovering,1UjHUQjJ1E6wdVKPAPZDsJ,1UjHUQjJ1E6wdVKPAPZDsJ,1557618,1557618,Corretto,1
AR_POR_BAT_Acc_1A_EI30 - AR_POR_BAT_Acc_1A_EI30_1000x2200,IfcDoor,0$0w2UsGv72PQi9sIgJjLo,0$0w2UsGv72PQi9sIgJjLo,1235457,1235457,Corretto,1
AR_POR_BAT_Acc_1A_EI30 - AR_POR_BAT_Acc_1A_EI30_1000x2200,IfcDoor,1CJGCbbZHBfAI3QybJEM4e,1CJGCbbZHBfAI3QybJEM4e,1335843,1335843,Corretto,1
AR_POR_BAT_Acc_1A_EI30 - AR_POR_BAT_Acc_1A_EI30_1000x2200,IfcDoor,1CJGCbbZHBfAI3QybJEMTJ,1CJGCbbZHBfAI3QybJEMTJ,1336408,1336408,Corretto,1
AR_POR_BAT_Acc_1A_EI30 - AR_POR_BAT_Acc_1A_EI30_1000x2200,IfcDoor,2jBGOXJJD1oBnnpXf3oytC,2jBGOXJJD1oBnnpXf3oytC,1344514,1344514,Corretto,1
AR_POR_BAT_Acc_1A_EI30 - AR_POR_BAT_Acc_1A_EI30_1000x2200,IfcDoor,1ja2Pmn4b03gmyIPK0nEgf,1ja2Pmn4b03gmyIPK0nEgf,1347276,1347276,Corretto,1
AR_POR_BAT_Acc_1A_EI30 - AR_POR_BAT_Acc_1A_EI30_1000x2200,IfcDoor,2QNaXvZkjEV8ol7Y5RubQ6,2QNaXvZkjEV8ol7Y5RubQ6,1347632,1347632,Corretto,1
AR_POR_BAT_Acc_1A_EI30 - AR_POR_BAT_Acc_1A_EI30_1000x2200,IfcDoor,0d_OrCna5EEw8xwgL5sfT_,0d_OrCna5EEw8xwgL5sfT_,1408407,1408407,Corretto,1
AR_POR_BAT_Acc_1A_EI30 - AR_POR_BAT_Acc_1A_EI30_1000x2200,IfcDoor,0d_OrCna5EEw8xwgL5sfKN,0d_OrCna5EEw8xwgL5sfKN,1409022,1409022,Corretto,1
AR_POR_BAT_Acc_1A_EI30 - AR_POR_BAT_Acc_1A_EI30_1000x2200,IfcDoor,0d_OrCna5EEw8xwgL5scYZ,0d_OrCna5EEw8xwgL5scYZ,1409610,1409610,Corretto,1
AR_POR_BAT_Acc_2A - AR_POR_BAT_Acc_2A_1800x2200,IfcDoor,1h07gKV75C$xYYmBo8CHhV,1h07gKV75C$xYYmBo8CHhV,1439731,1439731,Corretto,1
AR_POR_BAT_Acc_2A - AR_POR_BAT_Acc_2A_1800x2200,IfcDoor,1h07gKV75C$xYYmBo8CHK6,1h07gKV75C$xYYmBo8CHK6,1439786,1439786,Corretto,1
AR_POR_BAT_Acc_2A - AR_POR_BAT_Acc_2A_1800x2200,IfcDoor,3VC3puOF1EqAx1DH$mI71s,3VC3puOF1EqAx1DH$mI71s,1451051,1451051,Corretto,1
