Categoria,Nome Elemento,ID Elemento,Verifica,Offset Rilevato,Stato
Porte,AR_POR_BAT_Acc_1A_EI60,727906,Oggetto conforme.,0.0,1
Porte,AR_POR_BAT_Acc_1A_EI60,727995,Oggetto conforme.,0.0,1
Porte,AR_POR_BAT_Acc_1A_EI60,728033,Oggetto conforme.,0.0,1
Porte,AR_POR_BAT_Acc_1A_EI60,728057,Oggetto conforme.,0.0,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,728169,Oggetto conforme.,0.0,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,728283,Oggetto conforme.,0.0,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,728339,Oggetto conforme.,0.0,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,728369,Oggetto conforme.,0.0,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,728607,Oggetto conforme.,0.0,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,728637,Oggetto conforme.,0.0,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,728693,Oggetto conforme.,0.0,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,728734,Oggetto conforme.,0.0,1
Porte,AR_POR_BAT_Leg_1A,728752,Oggetto conforme.,0.0,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,728801,Oggetto conforme.,0.0,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,728929,Oggetto conforme.,0.0,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,729047,Oggetto conforme.,0.0,1
Porte,AR_POR_BAT_Leg_1A,729116,Oggetto conforme.,0.0,1
Porte,AR_POR_SCO_Leg_1A_Normale,729349,Oggetto conforme.,0.0,1
Porte,AR_POR_SCO_Leg_1A_Normale,729460,Oggetto conforme.,0.0,1
Porte,AR_POR_BAT_Acc_1A_EI30,729511,Oggetto conforme.,0.0,1
