Quantità,Nome della Famiglia e del Tipo,Valore Parametri,IFC Element,ID,Verifica,Stato
22,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,J.002,IfcCovering,,Corretta,1
76,Controsoffitto composto:AR_CON_CPA_85mm_CI.07,J.002,IfcCovering,,Corretta,1
2,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,J.002,IfcCovering,,Corretta,1
18,AR_GEN_MGE_LamieraStirataSx:AR_GEN_MGE_LamieraStirataSx_10mm,J.002,IfcCovering,,Corretta,1
16,AR_GEN_MGE_LamieraStirataDx:AR_GEN_MGE_LamieraStirataDx_10mm,J.002,IfcCovering,,Corretta,1
1,Controsoffitto composto:AR_CON_CPA_60mm_CI.01,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_Circolazione002:AR_GEN_MGE_Circolazione002_CI.02,J.002,IfcCovering,,Corretta,1
4,Controsoffitto composto:AR_CON_CPA_105mm_CI.03,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_IngressoMolo:AR_GEN_MGE_IngressoMolo_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_IngressoMolo00:AR_GEN_MGE_IngressoMolo00_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_IngressoMolo01:AR_GEN_MGE_IngressoMolo01_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_IngressoMolo03:AR_GEN_MGE_IngressoMolo03_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_Circolazione00:AR_GEN_MGE_Circolazione00_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_Circolazione004:AR_GEN_MGE_Circolazione001_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_Circolazione005:AR_GEN_MGE_Circolazione005_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_Circolazione006:AR_GEN_MGE_Circolazione006_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_Circolazione007:AR_GEN_MGE_Circolazione007_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_Circolazione008:AR_GEN_MGE_Circolazione008_CI.02,J.002,IfcCovering,,Corretta,1
2,Controsoffitto composto:AR_CON_CPA_95mm_CI.11,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_Molo015:AR_GEN_MGE_Molo015_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_Molo016:AR_GEN_MGE_Molo016_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_IngressoMolo02:AR_GEN_MGE_IngressoMolo02_CI.02,J.002,IfcCovering,,Corretta,1
2,AR_GEN_MGE_Molo17_:AR_GEN_MGE_Circolazione007_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_Molo18_:AR_GEN_MGE_Circolazione007_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_Molo19_:AR_GEN_MGE_Circolazione007_CI.02,J.002,IfcCovering,,Corretta,1
2,AR_GEN_MGE_LamieraStirataOvest:AR_GEN_MGE_LamieraStirataOvest_10mm,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_LamieraStirataOvestRettangolare:AR_GEN_MGE_LamieraStirataOvestRettangolare_10mm,J.002,IfcCovering,,Corretta,1
2,Facciata continua:AR_SFC_MON_All_MoloCircolazione,J.002,IfcCurtainWall,,Corretta,1
3,Facciata continua:AR_SFC_MON_All_MoloCircolazione01,J.002,IfcCurtainWall,,Corretta,1
1,Facciata continua:AR_SFC_MON_All_MoloIngressoGate,J.002,IfcCurtainWall,,Corretta,1
10,Facciata continua:AR_SFC_MON_All_MoloPreimbarco01,J.002,IfcCurtainWall,,Corretta,1
2,Facciata continua:AR_SFC_MON_All_MoloPreimbarco,J.002,IfcCurtainWall,,Corretta,1
1,Facciata continua:AR_SFC_MON_All_MoloPreimbarco_180,J.002,IfcCurtainWall,,Corretta,1
73,,J.002,IfcDoor,,Corretta,1
450,Rectangular Mullion:AR_MON_RET_Acc_50x50,J.002,IfcMember,,Corretta,1
146,System Panel:AR_PAF_SEM_Vet_Trasparente,J.002,IfcPlate,,Corretta,1
2,System Panel:AR_PAF_SEM_Vet_Opaco,J.002,IfcPlate,,Corretta,1
2,,J.002,IfcRoof,,Corretta,1
17,Pavimento:AR_PAV_RIV_20mm_FL-002,J.002,IfcSlab,,Corretta,1
1,Pavimento:AR_PAV_GET_780mm_PI.01,J.002,IfcSlab,,Corretta,1
1,Pavimento:AR_PAV_GET_1590mm_PI.07,J.002,IfcSlab,,Corretta,1
2,Pavimento:AR_PAV_GET_780mm_PI.02,J.002,IfcSlab,,Corretta,1
2,Pavimento:AR_PAV_GET_780mm_PI.03,J.002,IfcSlab,,Corretta,1
1,Pavimento:AR_PAV_GET_1270mm_PI.04,J.002,IfcSlab,,Corretta,1
12,Pavimento:AR_PAV_RIV_20mm_FL-006,J.002,IfcSlab,,Corretta,1
2,Pavimento:AR_PAV_GET_100mm_PI.11,J.002,IfcSlab,,Corretta,1
4,Pianerottolo monolitico:AR_PIA_RET_Gres_PianerottoloMolo_1300x1500mm,J.002,IfcSlab,,Corretta,1
2,Pavimento:AR_PAV_GET_100mm_PI.12,J.002,IfcSlab,,Corretta,1
8,Pavimento:AR_PAV_RIV_20mm_FL-003,J.002,IfcSlab,,Corretta,1
12,Pavimento:AR_PAV_RIV_20mm_FL-001,J.002,IfcSlab,,Corretta,1
